Candidate: 0x41, Correlation: -0.32035933272500117
Candidate: 0xc1, Correlation: -0.3068185767503269
Candidate: 0x21, Correlation: -0.2629218516237148
Candidate: 0x1, Correlation: -0.2595900730322389
Candidate: 0x81, Correlation: -0.25437278279086556
Candidate: 0xa1, Correlation: -0.25211226585591645
Candidate: 0xe1, Correlation: -0.24982627004737368
Candidate: 0x61, Correlation: -0.24565770908651
Candidate: 0x49, Correlation: -0.21079979386168637
Candidate: 0x51, Correlation: -0.21044927700863555
Candidate: 0x31, Correlation: -0.20978525977101292
Candidate: 0xb1, Correlation: -0.2010492197724585
Candidate: 0xd1, Correlation: -0.19933099852154793
Candidate: 0xc9, Correlation: -0.19735101960131984
Candidate: 0x39, Correlation: -0.18881115837085505
Candidate: 0x11, Correlation: -0.1797867798884892
Candidate: 0xb9, Correlation: -0.1784369031222475
Candidate: 0x45, Correlation: -0.17489921290994767
Candidate: 0x91, Correlation: -0.17475846317613358
Candidate: 0x29, Correlation: -0.16902521560993503
Candidate: 0xa9, Correlation: -0.16591684308385807
Candidate: 0x3d, Correlation: -0.1651890120913797
Candidate: 0x59, Correlation: -0.16468795161288818
Candidate: 0x43, Correlation: -0.16436126577747712
Candidate: 0xd9, Correlation: -0.1631702164053917
Candidate: 0x9, Correlation: -0.16195370360545533
Candidate: 0xc5, Correlation: -0.16066459561962357
Candidate: 0xf1, Correlation: -0.16026099897388354
Candidate: 0x71, Correlation: -0.15823842663112683
Candidate: 0x19, Correlation: -0.15636446552519578
Candidate: 0x89, Correlation: -0.15523966821666882
Candidate: 0xbd, Correlation: -0.15356881309752507
Candidate: 0xc3, Correlation: -0.14833133946645477
Candidate: 0xe9, Correlation: -0.14805118996793468
Candidate: 0x3f, Correlation: -0.1459012285978514
Candidate: 0x99, Correlation: -0.14386130253490592
Candidate: 0x69, Correlation: -0.1423991741348623
Candidate: 0x42, Correlation: -0.14153386837238002
Candidate: 0xf9, Correlation: -0.13923620227174166
Candidate: 0x79, Correlation: -0.13401060963267608
Candidate: 0x40, Correlation: -0.12828981779748325
Candidate: 0x25, Correlation: -0.12659701835229117
Candidate: 0xdd, Correlation: -0.11817675238943631
Candidate: 0x5, Correlation: -0.11708464342814384
Candidate: 0x1d, Correlation: -0.11669627343630033
Candidate: 0x5d, Correlation: -0.11641629803151861
Candidate: 0xa5, Correlation: -0.1160475089004964
Candidate: 0x9d, Correlation: -0.11215243371308452
Candidate: 0xfd, Correlation: -0.11092426347319376
Candidate: 0x4d, Correlation: -0.11069125911625888
Candidate: 0x85, Correlation: -0.10940065565869744
Candidate: 0xbf, Correlation: -0.10714230600469458
Candidate: 0x7d, Correlation: -0.10562398034189636
Candidate: 0xe5, Correlation: -0.10456833152255046
Candidate: 0x23, Correlation: -0.10406709932525224
Candidate: 0xcd, Correlation: -0.10052023503098982
Candidate: 0x3b, Correlation: -0.0997795692467289
Candidate: 0x3, Correlation: -0.09895188100381636
Candidate: 0x65, Correlation: -0.09825622017240965
Candidate: 0xa3, Correlation: -0.09653542333553752
Candidate: 0x83, Correlation: -0.09527321538461139
Candidate: 0x2d, Correlation: -0.09491868883870729
Candidate: 0x47, Correlation: -0.09409113961314039
Candidate: 0x35, Correlation: -0.0925555525233084
Candidate: 0xe3, Correlation: -0.09038792129822718
Candidate: 0xb5, Correlation: -0.0894771760426355
Candidate: 0xad, Correlation: -0.08877454534287836
Candidate: 0x55, Correlation: -0.08625673931599803
Candidate: 0x63, Correlation: -0.08338499916072231
Candidate: 0x96, Correlation: -0.08321543885406098
Candidate: 0x94, Correlation: -0.082517261069081
Candidate: 0xd5, Correlation: -0.07844249921089118
Candidate: 0x9e, Correlation: -0.07560925226489408
Candidate: 0x44, Correlation: -0.07550043228989292
Candidate: 0x33, Correlation: -0.07547300211358678
Candidate: 0xd6, Correlation: -0.07386723584714562
Candidate: 0x98, Correlation: -0.07348254496566246
Candidate: 0xd4, Correlation: -0.07150927465431627
Candidate: 0xa4, Correlation: -0.07132006255870654
Candidate: 0x9c, Correlation: -0.06993274656039829
Candidate: 0x4b, Correlation: -0.0696945977160129
Candidate: 0x1f, Correlation: -0.069038964608563
Candidate: 0x16, Correlation: -0.06848595909948124
Candidate: 0xd, Correlation: -0.06825843496301331
Candidate: 0x14, Correlation: -0.0681531942956657
Candidate: 0xe4, Correlation: -0.06809944087942882
Candidate: 0x15, Correlation: -0.06700973834137833
Candidate: 0xff, Correlation: -0.06631897395568602
Candidate: 0x37, Correlation: -0.06542383923706253
Candidate: 0xdf, Correlation: -0.06535161935177165
Candidate: 0x3a, Correlation: -0.0652060599740187
Candidate: 0xde, Correlation: -0.06507475595879031
Candidate: 0x3e, Correlation: -0.06458781681629415
Candidate: 0xa6, Correlation: -0.06435378759112763
Candidate: 0xd8, Correlation: -0.0639056767101353
Candidate: 0x9f, Correlation: -0.06338564333068133
Candidate: 0x4f, Correlation: -0.06318059252294174
Candidate: 0x9a, Correlation: -0.06165605873898651
Candidate: 0x5f, Correlation: -0.061324865290816225
Candidate: 0x1e, Correlation: -0.061255865248401944
Candidate: 0xdc, Correlation: -0.06049756608433829
Candidate: 0x95, Correlation: -0.06027175045493907
Candidate: 0x8d, Correlation: -0.06002731890891287
Candidate: 0x7f, Correlation: -0.059356795821365264
Candidate: 0xb6, Correlation: -0.05912981600802844
Candidate: 0x18, Correlation: -0.05865111706051328
Candidate: 0x2f, Correlation: -0.05832907771883861
