Candidate: 0x41, Correlation: -0.3086308422452409
Candidate: 0xc1, Correlation: -0.29434149027016093
Candidate: 0x21, Correlation: -0.2501474887468805
Candidate: 0x1, Correlation: -0.24734046950539934
Candidate: 0x81, Correlation: -0.2426593746531888
Candidate: 0xa1, Correlation: -0.24028723517411277
Candidate: 0xe1, Correlation: -0.23798823143666906
Candidate: 0x61, Correlation: -0.2334534824682346
Candidate: 0x51, Correlation: -0.2003462433188988
Candidate: 0x49, Correlation: -0.2002299777274272
Candidate: 0x31, Correlation: -0.1982028637788123
Candidate: 0xb1, Correlation: -0.1901118555229631
Candidate: 0xd1, Correlation: -0.1892056997893736
Candidate: 0xc9, Correlation: -0.18672279881537168
Candidate: 0x39, Correlation: -0.17820695948653512
Candidate: 0x11, Correlation: -0.16892371776692872
Candidate: 0xb9, Correlation: -0.16808351674589755
Candidate: 0x45, Correlation: -0.16681566010541543
Candidate: 0x91, Correlation: -0.16337778383500431
Candidate: 0x43, Correlation: -0.16055526166611983
Candidate: 0x29, Correlation: -0.15844794453750252
Candidate: 0x3d, Correlation: -0.15703620743303268
Candidate: 0xa9, Correlation: -0.1559143265345358
Candidate: 0x59, Correlation: -0.1528597610322232
Candidate: 0xc5, Correlation: -0.15257312600126072
Candidate: 0xd9, Correlation: -0.15238735303621295
Candidate: 0x9, Correlation: -0.1510011675510405
Candidate: 0xf1, Correlation: -0.14972980148346943
Candidate: 0x71, Correlation: -0.14744599024178984
Candidate: 0x42, Correlation: -0.14721082583951225
Candidate: 0xbd, Correlation: -0.14570122798092752
Candidate: 0x19, Correlation: -0.1446076682815064
Candidate: 0x89, Correlation: -0.1444181413267012
Candidate: 0xc3, Correlation: -0.14438591908760545
Candidate: 0x3f, Correlation: -0.14386048220575606
Candidate: 0xe9, Correlation: -0.13764897516153948
Candidate: 0x99, Correlation: -0.13224026981330936
Candidate: 0x69, Correlation: -0.13220088819001877
Candidate: 0xf9, Correlation: -0.12911978534979734
Candidate: 0x40, Correlation: -0.12874754260792465
Candidate: 0x79, Correlation: -0.12397239686213919
Candidate: 0x25, Correlation: -0.1177650772672929
Candidate: 0xdd, Correlation: -0.11034081001779597
Candidate: 0x1d, Correlation: -0.10932740383016117
Candidate: 0x5, Correlation: -0.10865731374849119
Candidate: 0x5d, Correlation: -0.10842257424449697
Candidate: 0xa5, Correlation: -0.10702829798003419
Candidate: 0x9d, Correlation: -0.10449337089016118
Candidate: 0xfd, Correlation: -0.1031350681138199
Candidate: 0x4d, Correlation: -0.1030395130770229
Candidate: 0xbf, Correlation: -0.1030312382968944
Candidate: 0x85, Correlation: -0.10156691488125605
Candidate: 0x3b, Correlation: -0.10148616425549864
Candidate: 0x23, Correlation: -0.09966510867719451
Candidate: 0x7d, Correlation: -0.09757536606823833
Candidate: 0xe5, Correlation: -0.09572126158280636
Candidate: 0x3, Correlation: -0.09469876704804345
Candidate: 0x47, Correlation: -0.09441657043442193
Candidate: 0xcd, Correlation: -0.09332588284220338
Candidate: 0xa3, Correlation: -0.09274345793978808
Candidate: 0x83, Correlation: -0.09156426771264525
Candidate: 0x65, Correlation: -0.08938297692982614
Candidate: 0x2d, Correlation: -0.08799593279286887
Candidate: 0xe3, Correlation: -0.08581551659687875
Candidate: 0x35, Correlation: -0.08426374334446468
Candidate: 0xad, Correlation: -0.08204692633579341
Candidate: 0xb5, Correlation: -0.08138554180940412
Candidate: 0x94, Correlation: -0.0803718433931233
Candidate: 0x55, Correlation: -0.07972451456929866
Candidate: 0x96, Correlation: -0.07938954732070092
Candidate: 0x33, Correlation: -0.07929328194124896
Candidate: 0x63, Correlation: -0.07888950269373435
Candidate: 0x44, Correlation: -0.07834642236081799
Candidate: 0x9e, Correlation: -0.072569257930551
Candidate: 0x4b, Correlation: -0.0722003381876949
Candidate: 0x98, Correlation: -0.07165699882244393
Candidate: 0xd5, Correlation: -0.0704746459063305
Candidate: 0xd6, Correlation: -0.06986186043227167
Candidate: 0xa4, Correlation: -0.06981457290907822
Candidate: 0xd4, Correlation: -0.06942825017484135
Candidate: 0x3a, Correlation: -0.06919482774453559
Candidate: 0x9c, Correlation: -0.0689730800136793
Candidate: 0x14, Correlation: -0.06620302617457194
Candidate: 0xe4, Correlation: -0.06612913152928664
Candidate: 0x37, Correlation: -0.06526315220011684
Candidate: 0x3e, Correlation: -0.06487012069427207
Candidate: 0x1f, Correlation: -0.06468347983623664
Candidate: 0x16, Correlation: -0.06445971207147325
Candidate: 0x4f, Correlation: -0.06262175540936349
Candidate: 0x22, Correlation: -0.0622017737566794
Candidate: 0xff, Correlation: -0.061919486802233935
Candidate: 0xde, Correlation: -0.06185591496113273
Candidate: 0xd8, Correlation: -0.06159364926988108
Candidate: 0xdf, Correlation: -0.06133938841148992
Candidate: 0xa6, Correlation: -0.060890774321507135
Candidate: 0xd, Correlation: -0.06058718173583292
Candidate: 0x15, Correlation: -0.06010698677923952
Candidate: 0xdc, Correlation: -0.05989254828931936
Candidate: 0x38, Correlation: -0.0596263308335649
Candidate: 0x9f, Correlation: -0.05913138453136766
Candidate: 0x1e, Correlation: -0.0582729453216294
Candidate: 0x2f, Correlation: -0.05780557889040415
Candidate: 0x9a, Correlation: -0.05764263694308131
Candidate: 0x8e, Correlation: -0.057331765991238876
Candidate: 0xc7, Correlation: -0.057299409518773464
Candidate: 0x5f, Correlation: -0.057191703707359966
Candidate: 0xc0, Correlation: -0.056712406339208994
Candidate: 0x18, Correlation: -0.05667209089281493
Candidate: 0x6b, Correlation: -0.05632868272596831
Candidate: 0x4a, Correlation: -0.0562198606083882
Candidate: 0xc2, Correlation: -0.05604934838458998
Candidate: 0x67, Correlation: -0.055074573214551684
Candidate: 0x7f, Correlation: -0.05493242158228311
Candidate: 0x76, Correlation: -0.05490406383425011
Candidate: 0xb4, Correlation: -0.054858074097483556
Candidate: 0xb6, Correlation: -0.054471280464650225
Candidate: 0x32, Correlation: -0.05438923265708802
Candidate: 0xb3, Correlation: -0.05426389582461464
Candidate: 0x53, Correlation: -0.054114791311551134
Candidate: 0x24, Correlation: -0.054034070924879184
Candidate: 0x95, Correlation: -0.05358795376484087
Candidate: 0x2, Correlation: -0.0535367146743255
Candidate: 0xbb, Correlation: -0.05349872779958242
Candidate: 0x1c, Correlation: -0.05339959596327672
Candidate: 0xa0, Correlation: -0.05289655546792859
Candidate: 0x54, Correlation: -0.05277246997268052
Candidate: 0x0, Correlation: -0.052714856979137
Candidate: 0x8d, Correlation: -0.05206086420014894
Candidate: 0x82, Correlation: -0.052010051665820276
Candidate: 0x56, Correlation: -0.051802263410029935
Candidate: 0xd0, Correlation: -0.05121905744869423
Candidate: 0x46, Correlation: -0.050847436829039534
Candidate: 0x84, Correlation: -0.050693221454810644
Candidate: 0xe0, Correlation: -0.0503718088305298
Candidate: 0xe6, Correlation: -0.050344501965619896
Candidate: 0xbc, Correlation: -0.05027284612845547
Candidate: 0x48, Correlation: -0.05008767641733616
Candidate: 0x93, Correlation: -0.049779288878332224
Candidate: 0xed, Correlation: -0.04973155514976745
