Candidate: 0x79, Correlation: -0.3883592683134202
Candidate: 0xf9, Correlation: -0.3762555667608199
Candidate: 0x78, Correlation: -0.3758113710883185
Candidate: 0x58, Correlation: -0.3498714391628863
Candidate: 0x7e, Correlation: -0.33495420090723693
Candidate: 0xf8, Correlation: -0.3332516972337089
Candidate: 0x68, Correlation: -0.3294710582801582
Candidate: 0x38, Correlation: -0.3276240737321498
Candidate: 0x80, Correlation: -0.3223847990942743
Candidate: 0x7c, Correlation: -0.31953598299411795
Candidate: 0x39, Correlation: -0.3192913002257829
Candidate: 0x63, Correlation: -0.3191372588824369
Candidate: 0x1f, Correlation: -0.313726443829548
Candidate: 0x71, Correlation: -0.30931783385865025
Candidate: 0x7b, Correlation: -0.3061108581791789
Candidate: 0x7a, Correlation: -0.30180111594884107
Candidate: 0x48, Correlation: -0.3004003467586081
Candidate: 0x9c, Correlation: -0.29854600372812773
Candidate: 0xb9, Correlation: -0.2974428991421848
Candidate: 0xf1, Correlation: -0.29139189048623426
Candidate: 0x60, Correlation: -0.2911237991541151
Candidate: 0x18, Correlation: -0.2882625135903201
Candidate: 0xa0, Correlation: -0.2827532696736973
Candidate: 0x5c, Correlation: -0.2824503875360357
Candidate: 0xfb, Correlation: -0.2791957275997567
Candidate: 0x20, Correlation: -0.2758004174422612
Candidate: 0x84, Correlation: -0.2754475457895634
Candidate: 0x59, Correlation: -0.2753022034621291
Candidate: 0x5b, Correlation: -0.2742016024016738
Candidate: 0xd8, Correlation: -0.2720979230183768
Candidate: 0x88, Correlation: -0.2702704611174937
Candidate: 0x1c, Correlation: -0.2679994539536773
Candidate: 0x8, Correlation: -0.2679383583722685
Candidate: 0x82, Correlation: -0.267787437700432
Candidate: 0x70, Correlation: -0.2650999382063177
Candidate: 0xe8, Correlation: -0.2597385927799422
Candidate: 0x19, Correlation: -0.25649308239506485
Candidate: 0xc8, Correlation: -0.25619852453072234
Candidate: 0x99, Correlation: -0.2552229407360892
Candidate: 0x31, Correlation: -0.25460457489450133
Candidate: 0x28, Correlation: -0.2532112118454871
Candidate: 0x98, Correlation: -0.25220112930135746
Candidate: 0x61, Correlation: -0.2521986142712441
Candidate: 0xd9, Correlation: -0.25013087264285816
Candidate: 0x73, Correlation: -0.24686245017459865
Candidate: 0x69, Correlation: -0.24469303701365872
Candidate: 0xb8, Correlation: -0.24390399626193077
Candidate: 0x64, Correlation: -0.24169312391893572
Candidate: 0x77, Correlation: -0.23799710443969552
Candidate: 0xb1, Correlation: -0.23627146841857005
Candidate: 0xfa, Correlation: -0.2341224200454928
Candidate: 0x9a, Correlation: -0.2339398144394422
Candidate: 0x90, Correlation: -0.23158667282104345
Candidate: 0x5e, Correlation: -0.23025128718394372
Candidate: 0x5f, Correlation: -0.22730395415009405
Candidate: 0x6b, Correlation: -0.2271475800877515
Candidate: 0x83, Correlation: -0.22606583499669483
Candidate: 0x76, Correlation: -0.2251016013094501
Candidate: 0x8c, Correlation: -0.22396874206580397
Candidate: 0x0, Correlation: -0.22105823963792562
Candidate: 0x81, Correlation: -0.22083869817468305
Candidate: 0x91, Correlation: -0.2201387348478164
Candidate: 0x9f, Correlation: -0.21972944492109248
Candidate: 0xe3, Correlation: -0.21964466844595687
Candidate: 0x1, Correlation: -0.2195054029442529
Candidate: 0x6f, Correlation: -0.2191470794825654
Candidate: 0x62, Correlation: -0.21902438535508464
Candidate: 0x9e, Correlation: -0.21898512337441273
Candidate: 0x7f, Correlation: -0.21533267286052127
Candidate: 0x7d, Correlation: -0.21522580604907632
Candidate: 0xa4, Correlation: -0.21390634320212193
Candidate: 0x40, Correlation: -0.21344536479641982
Candidate: 0xfc, Correlation: -0.2129805961209853
Candidate: 0x96, Correlation: -0.2127268719564435
Candidate: 0x8f, Correlation: -0.21215497022489502
Candidate: 0x9b, Correlation: -0.2117042783567409
Candidate: 0x3b, Correlation: -0.21121271598161562
Candidate: 0x1a, Correlation: -0.21059263311730492
Candidate: 0x6c, Correlation: -0.20978325362083786
Candidate: 0x94, Correlation: -0.20863113461948915
Candidate: 0x6e, Correlation: -0.20611945384648742
Candidate: 0xe0, Correlation: -0.20599985406178623
Candidate: 0xf7, Correlation: -0.20527240115606626
Candidate: 0x1b, Correlation: -0.2050056680961975
Candidate: 0x1e, Correlation: -0.20418903245487258
Candidate: 0xe9, Correlation: -0.2034867918835649
Candidate: 0xa2, Correlation: -0.20294139992815463
Candidate: 0x72, Correlation: -0.20209829121743111
Candidate: 0xa1, Correlation: -0.20186421189459836
Candidate: 0xfe, Correlation: -0.20107410530796757
Candidate: 0x86, Correlation: -0.19988504599432627
Candidate: 0xdc, Correlation: -0.19929922097303476
Candidate: 0x6d, Correlation: -0.19916742499945045
Candidate: 0x24, Correlation: -0.1973759815855162
Candidate: 0x27, Correlation: -0.1970664493316045
Candidate: 0x23, Correlation: -0.1968186317450276
Candidate: 0xfd, Correlation: -0.1958874037411288
