Candidate: 0x92, Correlation: -0.9056671412024684
Candidate: 0xb2, Correlation: -0.8674249442305129
Candidate: 0x12, Correlation: -0.8479605674334427
Candidate: 0xfb, Correlation: -0.6916758574719076
Candidate: 0x9a, Correlation: -0.6832319702091414
Candidate: 0xa2, Correlation: -0.6797379546504431
Candidate: 0xba, Correlation: -0.6776900807810557
Candidate: 0x96, Correlation: -0.6755022008397771
Candidate: 0x32, Correlation: -0.6632470390045498
Candidate: 0xb4, Correlation: -0.6501232763674735
Candidate: 0xb3, Correlation: -0.6476397519334084
Candidate: 0xf2, Correlation: -0.6430355447979882
Candidate: 0x74, Correlation: -0.640865214854158
Candidate: 0xb6, Correlation: -0.6384440129314519
Candidate: 0x1a, Correlation: -0.6313863203491707
Candidate: 0x22, Correlation: -0.6282411338821906
Candidate: 0xc2, Correlation: -0.6213493791253869
Candidate: 0x7c, Correlation: -0.6212513642470187
Candidate: 0xf4, Correlation: -0.621029749830953
Candidate: 0x16, Correlation: -0.6203697799504677
Candidate: 0x94, Correlation: -0.6138171386204309
Candidate: 0xd2, Correlation: -0.6128727946423679
Candidate: 0xfc, Correlation: -0.5975358085644703
Candidate: 0x93, Correlation: -0.5867667832652492
Candidate: 0xdb, Correlation: -0.5684167632922902
Candidate: 0x14, Correlation: -0.5682776231201172
Candidate: 0x52, Correlation: -0.5607338388145485
Candidate: 0xb, Correlation: -0.5386832213150543
Candidate: 0x13, Correlation: -0.5350699248171545
Candidate: 0xf3, Correlation: -0.5221192248802664
Candidate: 0xfd, Correlation: -0.5146188026568506
Candidate: 0x7b, Correlation: -0.5139851734268216
Candidate: 0xff, Correlation: -0.5113228691130133
Candidate: 0xaa, Correlation: -0.5016022557213033
Candidate: 0xbb, Correlation: -0.4983676885925874
Candidate: 0x3a, Correlation: -0.48500910192068597
Candidate: 0x78, Correlation: -0.4821909856719616
Candidate: 0xfa, Correlation: -0.4784039677643114
Candidate: 0xa6, Correlation: -0.4731152505533844
Candidate: 0xca, Correlation: -0.4696866791553036
Candidate: 0xbc, Correlation: -0.4678027420323886
Candidate: 0x80, Correlation: -0.46680004781348844
Candidate: 0xa4, Correlation: -0.46383125261430014
Candidate: 0x34, Correlation: -0.4621588307098391
Candidate: 0xf8, Correlation: -0.46102431568705116
Candidate: 0x9e, Correlation: -0.4584854755829971
Candidate: 0x42, Correlation: -0.45803936391601324
