Candidate: 0x97, Correlation: -0.5779051737244073
Candidate: 0x95, Correlation: -0.526446590250876
Candidate: 0xf6, Correlation: -0.48037336685142223
Candidate: 0x98, Correlation: -0.46714007139962277
Candidate: 0xf8, Correlation: -0.4619670636549152
Candidate: 0xb7, Correlation: -0.4587099332063779
Candidate: 0xb5, Correlation: -0.4585972712862761
Candidate: 0xd7, Correlation: -0.4494382147773041
Candidate: 0x3f, Correlation: -0.4482915361045492
Candidate: 0xd8, Correlation: -0.42804543207949164
Candidate: 0xf5, Correlation: -0.4280005529394023
Candidate: 0x3d, Correlation: -0.4223810570502676
Candidate: 0xb6, Correlation: -0.418873815904011
Candidate: 0x58, Correlation: -0.4184122606448466
Candidate: 0x96, Correlation: -0.41591797645097317
Candidate: 0x17, Correlation: -0.413196596429619
Candidate: 0xa7, Correlation: -0.407370359029296
Candidate: 0x54, Correlation: -0.4051429458009242
Candidate: 0xbf, Correlation: -0.4039426333290419
Candidate: 0xd5, Correlation: -0.39841661440153836
Candidate: 0x37, Correlation: -0.38972565907408974
Candidate: 0x1f, Correlation: -0.38956185152989026
Candidate: 0x9b, Correlation: -0.3791418294492084
Candidate: 0xbd, Correlation: -0.37630942129333017
Candidate: 0x9f, Correlation: -0.3729878532502563
Candidate: 0xf7, Correlation: -0.3713826630700373
Candidate: 0x15, Correlation: -0.3641149936976293
Candidate: 0x1d, Correlation: -0.3634467906400082
Candidate: 0x35, Correlation: -0.36198172465699213
Candidate: 0xd6, Correlation: -0.3561175652745746
Candidate: 0xa5, Correlation: -0.3544465788289805
Candidate: 0x76, Correlation: -0.353265642566511
Candidate: 0xb8, Correlation: -0.34877416701936065
Candidate: 0xc5, Correlation: -0.34871789848913914
Candidate: 0x8, Correlation: -0.34667251229858187
Candidate: 0x57, Correlation: -0.3426492973831568
Candidate: 0x4f, Correlation: -0.342304560951951
Candidate: 0xfc, Correlation: -0.34224115177029046
Candidate: 0x6, Correlation: -0.3394260859151884
Candidate: 0x0, Correlation: -0.33907527999557174
Candidate: 0x78, Correlation: -0.3380020743093678
Candidate: 0xd4, Correlation: -0.3368634471176678
Candidate: 0xe0, Correlation: -0.32727858376994606
Candidate: 0xfa, Correlation: -0.3271451147157042
Candidate: 0x9d, Correlation: -0.32634847465874
Candidate: 0x4c, Correlation: -0.32596562313693933
