Candidate: 0x83, Correlation: -0.17117363231980248
Candidate: 0x84, Correlation: -0.1450352825619101
Candidate: 0x73, Correlation: -0.1287926927487496
Candidate: 0x82, Correlation: -0.1286038712835518
Candidate: 0x80, Correlation: -0.11901267546109065
Candidate: 0x7b, Correlation: -0.1159034765541814
Candidate: 0x87, Correlation: -0.11204842624020918
Candidate: 0x74, Correlation: -0.11070722167092852
Candidate: 0x3, Correlation: -0.10789349468815455
Candidate: 0x7c, Correlation: -0.106397168051175
Candidate: 0x7f, Correlation: -0.10151339555116391
Candidate: 0x93, Correlation: -0.09750172577682713
Candidate: 0x86, Correlation: -0.09311384864811943
Candidate: 0x4, Correlation: -0.09311041857846289
Candidate: 0x7, Correlation: -0.08885002869637931
Candidate: 0x72, Correlation: -0.08793016039165107
Candidate: 0xf3, Correlation: -0.08437402161132825
Candidate: 0x81, Correlation: -0.08350155488121819
Candidate: 0x2, Correlation: -0.08075986368299537
Candidate: 0x43, Correlation: -0.080391541992495
Candidate: 0xff, Correlation: -0.07991611805823495
Candidate: 0x7a, Correlation: -0.07939998364206073
Candidate: 0x7e, Correlation: -0.0793897174931951
Candidate: 0x88, Correlation: -0.0787627383428214
Candidate: 0xc3, Correlation: -0.07795651752726884
Candidate: 0x0, Correlation: -0.07754841706695219
Candidate: 0x85, Correlation: -0.07694684251407327
Candidate: 0x8b, Correlation: -0.0758277326143827
Candidate: 0x78, Correlation: -0.07582617986012308
Candidate: 0x68, Correlation: -0.07421046119525684
Candidate: 0x77, Correlation: -0.07122360072823446
Candidate: 0x6, Correlation: -0.06995272418873566
Candidate: 0x9e, Correlation: -0.06672208065999488
Candidate: 0xf4, Correlation: -0.06528076936122161
Candidate: 0xe3, Correlation: -0.0644247577551672
Candidate: 0xf, Correlation: -0.0640517613748144
Candidate: 0x47, Correlation: -0.0637606533643935
Candidate: 0x2f, Correlation: -0.0637247860362681
Candidate: 0x63, Correlation: -0.06350876098268834
Candidate: 0xef, Correlation: -0.06322280855225537
Candidate: 0x79, Correlation: -0.0620838659002811
Candidate: 0x94, Correlation: -0.06208314038003049
Candidate: 0x53, Correlation: -0.062064296007485815
Candidate: 0xed, Correlation: -0.06204149935190589
Candidate: 0x33, Correlation: -0.06160480618558796
Candidate: 0xa2, Correlation: -0.061277490835597484
Candidate: 0xd9, Correlation: -0.0610562868120608
Candidate: 0x1e, Correlation: -0.060520033366993846
Candidate: 0xdc, Correlation: -0.06050304491451348
Candidate: 0xe1, Correlation: -0.06043246334275322
Candidate: 0x61, Correlation: -0.06043087545666254
Candidate: 0x8, Correlation: -0.06013968037829844
Candidate: 0xe0, Correlation: -0.059954218368820394
Candidate: 0xc7, Correlation: -0.059717944336493876
Candidate: 0xe8, Correlation: -0.0596469125446368
Candidate: 0xc2, Correlation: -0.05945281437043745
Candidate: 0x37, Correlation: -0.05942598918842951
Candidate: 0x1, Correlation: -0.05935347449272806
