Candidate: 0x51, Correlation: -0.22082451397979178
Candidate: 0x61, Correlation: -0.19427660814077655
Candidate: 0x41, Correlation: -0.1885404860787854
Candidate: 0x71, Correlation: -0.1829286452783913
Candidate: 0x81, Correlation: -0.17063733863561437
Candidate: 0xd1, Correlation: -0.1702226731659501
Candidate: 0x59, Correlation: -0.17011800518202644
Candidate: 0x49, Correlation: -0.15990266336051215
Candidate: 0xc1, Correlation: -0.1584726338640396
Candidate: 0x91, Correlation: -0.157051182203222
Candidate: 0x31, Correlation: -0.15269969454511986
Candidate: 0xe1, Correlation: -0.15200273580312743
Candidate: 0xa1, Correlation: -0.1511374377113704
Candidate: 0x1, Correlation: -0.14781170549547046
Candidate: 0x11, Correlation: -0.14497261435866293
Candidate: 0x21, Correlation: -0.14231430804237086
Candidate: 0xb1, Correlation: -0.13950822348402522
Candidate: 0xf1, Correlation: -0.13681323972169565
Candidate: 0x69, Correlation: -0.13419001699267377
Candidate: 0xd9, Correlation: -0.11716011299812686
Candidate: 0x99, Correlation: -0.11709837062323603
Candidate: 0xc9, Correlation: -0.11460103043040026
Candidate: 0x39, Correlation: -0.11226036486078526
Candidate: 0x79, Correlation: -0.11104803752863404
Candidate: 0x55, Correlation: -0.10984526655073383
Candidate: 0x89, Correlation: -0.10831199560439823
Candidate: 0x19, Correlation: -0.10622486029052945
Candidate: 0x4d, Correlation: -0.10079391359602939
Candidate: 0x53, Correlation: -0.0988957700345813
Candidate: 0x9, Correlation: -0.09775037318025691
Candidate: 0xe9, Correlation: -0.09700632218971666
Candidate: 0x45, Correlation: -0.09635665977981059
Candidate: 0x5d, Correlation: -0.09620846811195487
Candidate: 0x29, Correlation: -0.09604128498974891
Candidate: 0x4f, Correlation: -0.09330133397759124
Candidate: 0x50, Correlation: -0.09225455302655772
Candidate: 0xa9, Correlation: -0.09120114773663586
Candidate: 0xb9, Correlation: -0.08676014109482492
Candidate: 0x5f, Correlation: -0.08618700759028904
Candidate: 0x65, Correlation: -0.0822128634400428
Candidate: 0xf9, Correlation: -0.0789760753906454
Candidate: 0x6d, Correlation: -0.07865000760308362
Candidate: 0x63, Correlation: -0.07513272837597217
Candidate: 0x75, Correlation: -0.07026603786010287
Candidate: 0x3f, Correlation: -0.07014185958266106
Candidate: 0x43, Correlation: -0.07000368372521623
Candidate: 0x3d, Correlation: -0.06856273153631426
Candidate: 0x5b, Correlation: -0.06674390066110829
Candidate: 0x57, Correlation: -0.0647960419937315
Candidate: 0xcd, Correlation: -0.0639672845016824
Candidate: 0x52, Correlation: -0.06391486149444961
Candidate: 0xd5, Correlation: -0.06334501852820106
Candidate: 0x35, Correlation: -0.06251235075522932
Candidate: 0x6f, Correlation: -0.06205954149912308
Candidate: 0x7d, Correlation: -0.06190951515068125
Candidate: 0x4b, Correlation: -0.06128575103822477
Candidate: 0x7f, Correlation: -0.060496108852550565
Candidate: 0x85, Correlation: -0.06037040545575866
Candidate: 0x86, Correlation: -0.060090836737601634
Candidate: 0xc5, Correlation: -0.059831342924066826
Candidate: 0x22, Correlation: -0.05710552855394471
Candidate: 0x16, Correlation: -0.057073387046424714
Candidate: 0xb8, Correlation: -0.057024345563433256
Candidate: 0x9d, Correlation: -0.056401769915354026
Candidate: 0x73, Correlation: -0.05607259657051398
Candidate: 0x47, Correlation: -0.05471271865270746
Candidate: 0x95, Correlation: -0.054688362409489565
Candidate: 0xa8, Correlation: -0.054320577087932455
Candidate: 0xd7, Correlation: -0.05401604365847798
Candidate: 0xd, Correlation: -0.05396758003722689
Candidate: 0x28, Correlation: -0.053956362374190214
Candidate: 0xc8, Correlation: -0.05308414661473264
Candidate: 0xcf, Correlation: -0.05297613045468995
Candidate: 0xd0, Correlation: -0.052866387767688997
Candidate: 0xcc, Correlation: -0.05266505448607829
Candidate: 0x26, Correlation: -0.05234082775366595
Candidate: 0x36, Correlation: -0.05188280817949795
Candidate: 0x1c, Correlation: -0.051759151458386436
Candidate: 0x90, Correlation: -0.05160594835102846
Candidate: 0xcb, Correlation: -0.051490418577105436
Candidate: 0xdd, Correlation: -0.05115590639988639
Candidate: 0x8, Correlation: -0.05070618734784701
Candidate: 0x6e, Correlation: -0.05041785368348943
Candidate: 0xd8, Correlation: -0.050400978098865894
Candidate: 0xb6, Correlation: -0.04999751140631128
Candidate: 0x7c, Correlation: -0.049910889477874816
Candidate: 0xd2, Correlation: -0.04984979002574663
Candidate: 0xb0, Correlation: -0.04957067171045487
Candidate: 0xc6, Correlation: -0.04955149951628398
Candidate: 0x78, Correlation: -0.049432323184101394
Candidate: 0x18, Correlation: -0.04941600637521368
Candidate: 0xd6, Correlation: -0.049365871739401816
Candidate: 0xf6, Correlation: -0.04934278198582278
Candidate: 0x0, Correlation: -0.04925411268766469
Candidate: 0x15, Correlation: -0.04914736824809027
Candidate: 0x84, Correlation: -0.04913218724309654
Candidate: 0x8d, Correlation: -0.04879651817155424
Candidate: 0xd3, Correlation: -0.048652144060071636
Candidate: 0xbd, Correlation: -0.04856733162974448
Candidate: 0x4c, Correlation: -0.04851945200624638
Candidate: 0xeb, Correlation: -0.048420296232279635
Candidate: 0xd4, Correlation: -0.04838089840599588
Candidate: 0xed, Correlation: -0.04836637610100484
Candidate: 0xe5, Correlation: -0.048259389030334394
Candidate: 0x96, Correlation: -0.04821042065234279
Candidate: 0xce, Correlation: -0.04812067735298382
Candidate: 0xbc, Correlation: -0.04804870520423534
Candidate: 0x2b, Correlation: -0.04788148092460004
Candidate: 0x58, Correlation: -0.04777582478184559
Candidate: 0xa, Correlation: -0.04776455739844441
Candidate: 0x70, Correlation: -0.04767828145516109
Candidate: 0x83, Correlation: -0.04764252033187941
Candidate: 0x2a, Correlation: -0.04760405510108916
Candidate: 0x1a, Correlation: -0.047560818388022556
Candidate: 0x25, Correlation: -0.04752954542055042
Candidate: 0x98, Correlation: -0.0473942565673772
Candidate: 0xf0, Correlation: -0.047354904526149655
Candidate: 0xa5, Correlation: -0.047119827317567094
Candidate: 0x2d, Correlation: -0.04706776712089943
Candidate: 0x38, Correlation: -0.046935483998822726
Candidate: 0xa6, Correlation: -0.04682004608683164
Candidate: 0xab, Correlation: -0.04678346850161423
Candidate: 0xe8, Correlation: -0.04674316818089926
Candidate: 0xf, Correlation: -0.04673659058406752
Candidate: 0x6c, Correlation: -0.04659835656649148
Candidate: 0x9b, Correlation: -0.04651896000910716
Candidate: 0x10, Correlation: -0.046454011766399385
Candidate: 0xc, Correlation: -0.04627783291341851
Candidate: 0x9c, Correlation: -0.04620607529271275
Candidate: 0x5, Correlation: -0.04620024817986183
Candidate: 0x13, Correlation: -0.046066635830935614
Candidate: 0x66, Correlation: -0.04603733347308449
Candidate: 0x54, Correlation: -0.04577449695215774
Candidate: 0x76, Correlation: -0.045728908763502774
Candidate: 0x88, Correlation: -0.0456678556672622
Candidate: 0x44, Correlation: -0.045659689378303885
Candidate: 0xb5, Correlation: -0.04563101027918833
Candidate: 0x9f, Correlation: -0.04553514100711162
Candidate: 0x14, Correlation: -0.045515512377135324
Candidate: 0x74, Correlation: -0.04548810843415905
Candidate: 0x6b, Correlation: -0.04535087797297411
Candidate: 0x3e, Correlation: -0.045251273161021496
Candidate: 0x48, Correlation: -0.04515658792118443
Candidate: 0xf5, Correlation: -0.04509838104096325
Candidate: 0x5c, Correlation: -0.04508777096320306
Candidate: 0xb7, Correlation: -0.04491645952744376
Candidate: 0xae, Correlation: -0.044828507921913625
Candidate: 0xb4, Correlation: -0.044731048477851504
Candidate: 0x3c, Correlation: -0.0445023518599862
Candidate: 0xbe, Correlation: -0.04448614963194353
Candidate: 0x1d, Correlation: -0.044356685529570915
Candidate: 0xc3, Correlation: -0.04430555786636673
Candidate: 0x8c, Correlation: -0.04429612032816143
Candidate: 0xc0, Correlation: -0.04427659711022801
Candidate: 0x3a, Correlation: -0.0442751274056232
Candidate: 0xca, Correlation: -0.044166924153701666
Candidate: 0xba, Correlation: -0.04415316507929398
Candidate: 0xee, Correlation: -0.04407540301224031
Candidate: 0x30, Correlation: -0.0440369804186427
Candidate: 0x5e, Correlation: -0.043962487946258164
Candidate: 0x80, Correlation: -0.043960616227302046
Candidate: 0x7e, Correlation: -0.04385400522557486
Candidate: 0x8f, Correlation: -0.04373917429180831
Candidate: 0xbf, Correlation: -0.04362975246230892
Candidate: 0xfc, Correlation: -0.043619004246360685
Candidate: 0x2c, Correlation: -0.043537252041035285
Candidate: 0x12, Correlation: -0.04349917837127308
Candidate: 0x77, Correlation: -0.04322785468917269
Candidate: 0x34, Correlation: -0.0431511824658229
Candidate: 0x64, Correlation: -0.043126068354606376
Candidate: 0x24, Correlation: -0.043113432069966234
Candidate: 0x56, Correlation: -0.04309181024455038
Candidate: 0x7a, Correlation: -0.04294695048172942
Candidate: 0x46, Correlation: -0.04285521724709562
Candidate: 0x20, Correlation: -0.04268163462683682
Candidate: 0x1b, Correlation: -0.04267559103955676
Candidate: 0xe6, Correlation: -0.04254382829345066
