Candidate: 0x84, Correlation: -0.4633047755941772
Candidate: 0x38, Correlation: -0.45473598288973593
Candidate: 0x48, Correlation: -0.38962947297466594
Candidate: 0xb8, Correlation: -0.38469874881039456
Candidate: 0x34, Correlation: -0.37874360224707265
Candidate: 0x64, Correlation: -0.3568718570792072
Candidate: 0xd3, Correlation: -0.35569609822774073
Candidate: 0x88, Correlation: -0.3547943573927946
Candidate: 0xf8, Correlation: -0.3541908318623762
Candidate: 0x74, Correlation: -0.35402779974958615
Candidate: 0xc4, Correlation: -0.34947064651565124
Candidate: 0x86, Correlation: -0.3469816755607525
Candidate: 0x8c, Correlation: -0.34082777328893593
Candidate: 0x4, Correlation: -0.339683773732824
Candidate: 0x83, Correlation: -0.33639460391836823
Candidate: 0x3a, Correlation: -0.32159329363830597
Candidate: 0x2e, Correlation: -0.3180835701724172
Candidate: 0xc8, Correlation: -0.318027111081135
Candidate: 0x40, Correlation: -0.3140169363829256
Candidate: 0xd5, Correlation: -0.3133205886009046
Candidate: 0x44, Correlation: -0.3107632664914246
Candidate: 0x18, Correlation: -0.30880386879152083
Candidate: 0xb4, Correlation: -0.3079202852612115
Candidate: 0x55, Correlation: -0.30144959587759507
Candidate: 0x2d, Correlation: -0.2997973628573592
Candidate: 0x37, Correlation: -0.29788786460261507
Candidate: 0xe3, Correlation: -0.28930627078609766
Candidate: 0x8, Correlation: -0.2867614565765134
Candidate: 0xf3, Correlation: -0.28441632969024655
Candidate: 0x78, Correlation: -0.28044661635466445
Candidate: 0x53, Correlation: -0.27729476605917924
Candidate: 0xd, Correlation: -0.27546248518574457
Candidate: 0xd7, Correlation: -0.27434678463531115
Candidate: 0xf4, Correlation: -0.273834546324715
Candidate: 0x8d, Correlation: -0.2687224016275134
Candidate: 0x26, Correlation: -0.26867473487521154
Candidate: 0x4d, Correlation: -0.26563172252796186
Candidate: 0x32, Correlation: -0.26335056639170734
Candidate: 0xcd, Correlation: -0.2613500665581142
Candidate: 0xd6, Correlation: -0.2610967300594865
Candidate: 0xe5, Correlation: -0.26069058382964483
Candidate: 0xea, Correlation: -0.2595267181948839
Candidate: 0x4e, Correlation: -0.257974038704984
Candidate: 0x13, Correlation: -0.2532094015054924
Candidate: 0xdb, Correlation: -0.25288553211720227
Candidate: 0x5, Correlation: -0.2517688427252702
Candidate: 0x25, Correlation: -0.2514769160615744
Candidate: 0xba, Correlation: -0.2497012758489298
Candidate: 0x54, Correlation: -0.24909081490087023
Candidate: 0x65, Correlation: -0.24898522844825946
Candidate: 0x56, Correlation: -0.24844292438191062
Candidate: 0xda, Correlation: -0.2483134730902031
Candidate: 0x4a, Correlation: -0.2478895634516678
Candidate: 0x31, Correlation: -0.24784868773249488
Candidate: 0xae, Correlation: -0.24670078713219065
Candidate: 0x68, Correlation: -0.24578029035497456
Candidate: 0x76, Correlation: -0.2455308314348608
Candidate: 0x50, Correlation: -0.2454588423460479
Candidate: 0xee, Correlation: -0.24520764042870255
Candidate: 0xc0, Correlation: -0.24497682487723166
Candidate: 0x85, Correlation: -0.24428419331735843
Candidate: 0xd4, Correlation: -0.24406736378564245
Candidate: 0x36, Correlation: -0.24291694655199642
Candidate: 0x45, Correlation: -0.24279026327871103
Candidate: 0x28, Correlation: -0.24050987899734086
Candidate: 0x66, Correlation: -0.24024333552182808
Candidate: 0x8a, Correlation: -0.2396469871032989
Candidate: 0x98, Correlation: -0.23893449592719326
Candidate: 0xa4, Correlation: -0.23886461053320335
Candidate: 0xc6, Correlation: -0.23827605968266485
Candidate: 0xc5, Correlation: -0.23749261915452255
Candidate: 0x3c, Correlation: -0.23730588553535806
Candidate: 0x7c, Correlation: -0.23496081935873944
Candidate: 0xf2, Correlation: -0.23478696350213396
Candidate: 0x6c, Correlation: -0.23399361185942025
Candidate: 0x14, Correlation: -0.23297279670604631
Candidate: 0x90, Correlation: -0.2321708844877398
Candidate: 0xe4, Correlation: -0.2311273055013303
Candidate: 0xf5, Correlation: -0.2307315565767721
Candidate: 0xad, Correlation: -0.22996072296009526
Candidate: 0x8e, Correlation: -0.22956818392512052
Candidate: 0x47, Correlation: -0.22916767315600522
Candidate: 0x87, Correlation: -0.2288585615591633
Candidate: 0x63, Correlation: -0.22877814650878817
Candidate: 0x73, Correlation: -0.22870681001511475
Candidate: 0xe, Correlation: -0.22863734067266228
Candidate: 0xb7, Correlation: -0.2276058087371619
Candidate: 0xed, Correlation: -0.22721167570017958
Candidate: 0xcc, Correlation: -0.22553728992484415
Candidate: 0xe2, Correlation: -0.2247385609268861
Candidate: 0x6, Correlation: -0.2244332895561691
Candidate: 0xc3, Correlation: -0.2219210303617338
Candidate: 0x75, Correlation: -0.21915477975891384
Candidate: 0x33, Correlation: -0.2179943978518994
Candidate: 0xb, Correlation: -0.21733679485775517
Candidate: 0xc, Correlation: -0.21583592475080265
Candidate: 0xe7, Correlation: -0.2157210712964325
Candidate: 0xe9, Correlation: -0.2148576686992193
Candidate: 0x2a, Correlation: -0.21440514206169575
Candidate: 0x8b, Correlation: -0.21365815084514403
Candidate: 0xfa, Correlation: -0.2135452801759932
