Candidate: 0x20, Correlation: -0.6627609134334266
Candidate: 0x1e, Correlation: -0.5497816877156354
Candidate: 0x18, Correlation: -0.5389771264359885
Candidate: 0x1f, Correlation: -0.5345060952392772
Candidate: 0x60, Correlation: -0.48523655911762886
Candidate: 0x40, Correlation: -0.4832024375296142
Candidate: 0x30, Correlation: -0.48048153279892997
Candidate: 0x24, Correlation: -0.477615708100101
Candidate: 0xa0, Correlation: -0.43052883050477225
Candidate: 0x16, Correlation: -0.4278224783514968
Candidate: 0x1d, Correlation: -0.42373964427346866
Candidate: 0x17, Correlation: -0.4184595788893496
Candidate: 0x3e, Correlation: -0.37026608977934655
Candidate: 0x2e, Correlation: -0.3674350612786609
Candidate: 0x22, Correlation: -0.36495327504301905
Candidate: 0x58, Correlation: -0.364032347986089
Candidate: 0x5e, Correlation: -0.3623696048236324
Candidate: 0x28, Correlation: -0.3598419844719342
Candidate: 0x38, Correlation: -0.3597822734114598
Candidate: 0x5f, Correlation: -0.35887244607640884
Candidate: 0x1c, Correlation: -0.35768755802035235
Candidate: 0x3f, Correlation: -0.35542406720141484
Candidate: 0x2f, Correlation: -0.35113258264492164
Candidate: 0x23, Correlation: -0.34671035514178933
Candidate: 0x95, Correlation: -0.34193908974075393
Candidate: 0x9e, Correlation: -0.3144491591325965
Candidate: 0x98, Correlation: -0.3136932962724523
Candidate: 0x15, Correlation: -0.30464440894068345
Candidate: 0x9f, Correlation: -0.30425939963080373
Candidate: 0x80, Correlation: -0.3035292821198372
Candidate: 0x70, Correlation: -0.3001856385376786
Candidate: 0x64, Correlation: -0.2999062943084463
Candidate: 0x50, Correlation: -0.2969431735132525
Candidate: 0x44, Correlation: -0.29510867346342856
Candidate: 0x34, Correlation: -0.29050140291326415
Candidate: 0xb5, Correlation: -0.2701976278772647
Candidate: 0x99, Correlation: -0.2690409617716235
Candidate: 0x9d, Correlation: -0.2679502524592412
Candidate: 0x96, Correlation: -0.2604423708267124
Candidate: 0x97, Correlation: -0.2575959730495335
Candidate: 0xe0, Correlation: -0.2568925090848315
Candidate: 0xc0, Correlation: -0.25182782704552714
Candidate: 0xb0, Correlation: -0.249315306474143
Candidate: 0xa4, Correlation: -0.24856948175175952
Candidate: 0x26, Correlation: -0.2465703116479916
Candidate: 0x36, Correlation: -0.24594797501455365
Candidate: 0x1a, Correlation: -0.2454004091170799
Candidate: 0x56, Correlation: -0.24526731298338855
Candidate: 0x3d, Correlation: -0.2424509546029516
Candidate: 0x57, Correlation: -0.24198462132806378
Candidate: 0x5d, Correlation: -0.23999081625958202
Candidate: 0x2d, Correlation: -0.2395025747397313
Candidate: 0x37, Correlation: -0.23588647043587316
Candidate: 0x27, Correlation: -0.23380451388618667
Candidate: 0x21, Correlation: -0.233147632069302
Candidate: 0x1b, Correlation: -0.23240873750833085
Candidate: 0x35, Correlation: -0.23158299143509964
Candidate: 0x19, Correlation: -0.22827202204013564
Candidate: 0xd5, Correlation: -0.2237718603129477
Candidate: 0xa5, Correlation: -0.22292471805343667
Candidate: 0xbd, Correlation: -0.20610505362120077
Candidate: 0xa1, Correlation: -0.20431681682676633
Candidate: 0xb9, Correlation: -0.19646763193333047
Candidate: 0xb6, Correlation: -0.19121442112589798
